"Wavelength (nm),Absorbance (AU),Std.Dev."
"442,-0.00414514541625977,0.00101863131870342"
"443,-0.00315189361572266,0.000702256653289489"
"444,-0.00287199020385742,0.000603614822124051"
"445,-0.00399541854858399,0.000598141611831703"
"446,-0.00215196609497071,0.000593721815745353"
"447,-0.00417232513427735,0.000706965402571787"
"448,-0.00228929519653321,0.000865154501627471"
"449,-0.00338506698608399,0.000806968528797386"
"450,-0.00247669219970703,0.000691039543104508"
"451,-0.00249147415161133,0.000822525162409778"
"452,-0.00404930114746094,0.00065318267167806"
"453,-0.00266218185424805,0.000606152874777506"
"454,-0.00226449966430664,0.000832076332276816"
"455,-0.00288724899291992,0.000730013862534987"
"456,-0.00171709060668946,0.000962287157579221"
"457,-0.00322246551513672,0.000787825036616826"
"458,-0.0020132064819336,0.00052820816982841"
"459,-0.00178003311157227,0.000709267022668221"
"460,-0.00214672088623047,0.000760838476803345"
"461,-0.00193166732788086,0.000614947657154306"
"462,-0.00298929214477539,0.000750555622402856"
"463,0.000288486480712891,0.000697390931087061"
"464,-0.00236272811889649,0.000683224953214937"
"465,-0.00139808654785156,0.000652391306348632"
"466,-0.00146341323852539,0.000609146358774414"
"467,-0.00135326385498047,0.000836089052517904"
"468,-0.000539302825927735,0.000850874189549611"
"469,-0.000780582427978516,0.000823497634163179"
"470,-0.000145912170410156,0.00092878282431233"
"471,-0.00117921829223633,0.000940506628935441"
"472,-0.000537872314453125,0.000823992269821229"
"473,-0.00128364562988281,0.000693813631859721"
"474,-0.00055074691772461,0.000714540760000771"
"475,0.000632286071777344,0.000753940921193741"
"476,0.000205516815185547,0.000935168969435145"
"477,0.00113487243652344,0.000701157545830569"
"478,0.0000128746032714844,0.000606404895940683"
"479,0.00167083740234375,0.000794226933136397"
"480,0.00139188766479492,0.000595740430476764"
"481,0.00153160095214844,0.000481513930570621"
"482,0.001617431640625,0.000499667098749848"
"483,0.00114107131958008,0.000555834248866923"
"484,0.00198173522949219,0.000627549585152673"
"485,0.00297069549560547,0.000500510959576647"
"486,-0.000813484191894531,0.000430841305648667"
"487,0.00159358978271485,0.000463387592744758"
"488,0.00751543045043946,0.000715619312705217"
"489,0.00433111190795899,0.000645157679390843"
"490,0.00289106369018555,0.000538102229333836"
"491,0.00361061096191406,0.000618051595536028"
"492,0.00263547897338867,0.000901367034581462"
"493,0.00294113159179688,0.000569834569331993"
"494,0.00445365905761719,0.000631156620322201"
"495,0.00250768661499024,0.000703684994433495"
"496,0.00481033325195313,0.000517984761340166"
"497,0.00367975234985352,0.000575400013274073"
"498,0.00452756881713867,0.000419113551107115"
"499,0.00461387634277344,0.000434197348841638"
"500,0.00396871566772461,0.000629321003030435"
"501,0.00470304489135742,0.000682734903600986"
"502,0.0055532455444336,0.000559227333177512"
"503,0.00487089157104492,0.000379279524875811"
"504,0.00542974472045899,0.000450336281660866"
"505,0.00562524795532227,0.000493277380926312"
"506,0.00576162338256836,0.000327886489058599"
"507,0.00548028945922852,0.000457111529896282"
"508,0.00667762756347657,0.000742230696424981"
"509,0.00541210174560547,0.000863908923574979"
"510,0.0064535140991211,0.000631202730537073"
"511,0.00603961944580078,0.000616790661258093"
"512,0.0059351921081543,0.000504954115372322"
"513,0.00734519958496094,0.000599441775933295"
"514,0.0074458122253418,0.000736444078366601"
"515,0.00736618041992188,0.000477774652142385"
"516,0.00690889358520508,0.00057020473686861"
"517,0.00728654861450196,0.000532638845083834"
"518,0.0086660385131836,0.000511468259093711"
"519,0.00776147842407227,0.000608046470433894"
"520,0.00780725479125977,0.000638218347556083"
"521,0.00771856307983399,0.000613787042342203"
"522,0.00778627395629883,0.000468051073928315"
"523,0.00859403610229492,0.000524406420618281"
"524,0.00846719741821289,0.000615728062901669"
"525,0.00855350494384766,0.000472991696249429"
"526,0.00863409042358399,0.000525002691745954"
"527,0.00996112823486328,0.000442965038055261"
"528,0.0093069076538086,0.000598871023441884"
"529,0.00919580459594727,0.000574362183841413"
"530,0.00911521911621094,0.000648217982023866"
"531,0.0098114013671875,0.000667299487477719"
"532,0.00963640213012696,0.000501933569657097"
"533,0.00955915451049805,0.000580674114935812"
"534,0.00975942611694336,0.000508042636405197"
"535,0.0101795196533203,0.000463403294145618"
"536,0.0101785659790039,0.000634261536346168"
"537,0.0105752944946289,0.000650593235629996"
"538,0.0102519989013672,0.000405839688192604"
"539,0.0112571716308594,0.00044795494755786"
"540,0.0103807449340821,0.000488906698196245"
"541,0.0115165710449219,0.000419000693642185"
"542,0.0110297203063965,0.000564832886318347"
"543,0.0109272003173828,0.000761603138782071"
"544,0.011495590209961,0.000456378749136739"
"545,0.0117087364196778,0.000641277727941371"
"546,0.0119428634643555,0.00054716643163522"
"547,0.0123066902160645,0.000467607825235464"
"548,0.0119619369506836,0.000468183189664997"
"549,0.0120902061462403,0.000447857481293095"
"550,0.0131220817565918,0.000509986647743449"
"551,0.0131015777587891,0.00046410930739459"
"552,0.0125255584716797,0.000385303308005263"
"553,0.0130515098571778,0.000474849372394599"
"554,0.0133414268493653,0.000558849894543436"
"555,0.0140275955200196,0.000617179822270407"
"556,0.0130105018615723,0.000513951714877298"
"557,0.012941837310791,0.000401387007077787"
"558,0.0142736434936524,0.00050113566328007"
"559,0.0133309364318848,0.000580260471300564"
"560,0.0139412879943848,0.000492878963663856"
"561,0.0142474174499512,0.000543135733964773"
"562,0.014338493347168,0.000552143662495809"
"563,0.0150423049926758,0.000418809634804549"
"564,0.0144157409667969,0.000472044703322013"
"565,0.0144081115722656,0.000571224645096542"
"566,0.0144896507263184,0.000445315870786759"
"567,0.0142040252685547,0.000383372330517612"
"568,0.0138969421386719,0.000370025634765625"
"569,0.0134716033935547,0.000389416882780923"
"570,0.0138959884643555,0.000337169393247384"
"571,0.0137848854064942,0.000454261415812367"
"572,0.0141582489013672,0.000359240393334006"
"573,0.0130515098571778,0.000229104251878308"
"574,0.0137739181518555,0.000334406684369784"
"575,0.0142564773559571,0.000278342229415203"
"576,0.015439510345459,0.000326139884653422"
"577,0.0132803916931153,0.000376052539134187"
"578,0.0149240493774414,0.000347043118916913"
"579,0.0151519775390625,0.000419781392462682"
"580,0.0162420272827149,0.000303628096444501"
"581,0.0113906860351563,0.00032975625322952"
"582,0.0163969993591309,0.000378049779017797"
"583,0.0182247161865235,0.000341314162262117"
"584,0.0157370567321778,0.000316579655310586"
"585,0.0149679183959961,0.000332278525963425"
"586,0.0169115066528321,0.000316194455322187"
"587,0.0163326263427735,0.000286902262955971"
"588,0.0170817375183106,0.000302355369463497"
"589,0.0175218582153321,0.000322460401079412"
"590,0.0181918144226074,0.00034618246325199"
"591,0.0176687240600586,0.000323288560188786"
"592,0.0154304504394531,0.000374190497377133"
"593,0.0160107612609863,0.000246299201395893"
"594,0.0174803733825684,0.000311161000081853"
"595,0.0173192024230957,0.000410607464418097"
"596,0.0188722610473633,0.000311365536355884"
"597,0.0190491676330567,0.000473952148874425"
"598,0.0165376663208008,0.000356944384718357"
"599,0.0176711082458496,0.000326513351858424"
"600,0.0187144279479981,0.000518868946498069"
"601,0.0181832313537598,0.00032497772965216"
"602,0.018700122833252,0.00030937288897991"
"603,0.0177989006042481,0.000352606811776469"
"604,0.0194921493530274,0.000455748573241973"
"605,0.0191011428833008,0.000406994411564213"
"606,0.0184483528137207,0.000421769946427161"
"607,0.0193362236022949,0.000618769295920184"
"608,0.0200200080871582,0.000386876884914784"
"609,0.0185666084289551,0.000326229109710739"
"610,0.0198111534118653,0.00031737157911815"
"611,0.0194220542907715,0.00031218816800447"
"612,0.0206336975097656,0.00031070469199062"
"613,0.0199055671691895,0.000442554208045285"
"614,0.0193328857421875,0.000387262234595047"
"615,0.0199098587036133,0.000435644440350569"
"616,0.0209765434265137,0.000433929149859114"
"617,0.0196027755737305,0.000374550048403509"
"618,0.0194859504699707,0.000462405197211286"
"619,0.0174913406372071,0.000468757847879201"
"620,0.0208983421325684,0.000381202604228344"
"621,0.0256314277648926,0.000478216084810412"
"622,0.0352988243103028,0.00037479279301959"
"623,0.0360031127929688,0.000502759154582721"
"624,0.0224032402038574,0.0005370058696891"
"625,0.0150699615478516,0.000432333291744643"
"626,0.0106477737426758,0.000451771941399042"
"627,0.0118546485900879,0.000501527521400692"
"628,0.0169510841369629,0.000594064851778283"
"629,0.0207366943359375,0.000515958076967251"
"630,0.0244674682617188,0.000416448947281268"
"631,0.0254664421081543,0.000408804929569323"
"632,0.0244526863098145,0.000387393729621618"
"633,0.024043083190918,0.000507239995616231"
"634,0.0233798027038574,0.000444047802994645"
"635,0.0226092338562012,0.000493203624233825"
"636,0.0226774215698242,0.00049258363200353"
"637,0.0224142074584961,0.000466805799650325"
"638,0.0227890014648438,0.000569183001089396"
"639,0.0228939056396485,0.0005709570955386"
"640,0.0230588912963867,0.000520003546885512"
"641,0.0230631828308106,0.000681967162478227"
"642,0.0228748321533203,0.000549607729485712"
"643,0.0229868888854981,0.000780718592871577"
